NO,XX,腔調,客語
11532,,大埔,拜託你同這杯拿轉去放，好無？
26175,,大埔,拜託你拿一個細碟來裝豆油搵菜好無？
26268,,大埔,拜託你拿一個細碟來裝豆油搵菜好無？
26360,,大埔,拜託你拿一個細碟來裝豆油搵菜好無？
26453,,大埔,拜託你拿一個細碟來裝豆油搵菜好無？
26544,,大埔,拜託你拿一個細碟來裝豆油搵菜好無？
11527,,大埔,政府愛尊重民眾。
25260,,大埔,政治人物大體都當無閒，歸日舂頭磕額。
25261,,大埔,政治人物當好上戲棚做戲，毋過，毋會做。
25263,,大埔,政治人物當好搣這搣該，百姓毋知真抑假。
25262,,大埔,政治人物盡會撮把戲，專門來騙人民百姓。
33325,,大埔,故事肚有幾多個人？六個。
26349,,大埔,故事肚貓个主人，一隻貓斯愛監人賠十兩銀个做法，係麼个行為？敲油。
11661,,大埔,既經講恁多擺，仰還共樣？
25218,,大埔,春蘭嫁來高雄了後，十年毋識轉妹家。這期間，雖然阿芬姐全無厥消息，毋過較仰脣講也係自家个妹，心肝不時掛吊緊。直直到今年七月，春蘭好恬恬帶緊一個8歲大个倈轉來，差毋多係用跪求个方式，請厥姆收留細人。
11371,,大埔,昨晡日个面試，結果出來吂？
11914,,大埔,昨晡日正睡著五點鐘忒等。
9576,,大埔,昨晡日佢打籃球撓著腳，這下行路跛啊跛，已衰過。
11639,,大埔,昨晡日食齋，使毋得食肉。
37481,,大埔,昨晡日無閒歸日。
9533,,大埔,昨晡行忒悿，今晡朝晨䟘床，還撐腿撐腿。
9534,,大埔,昨晡行忒悿，今晡朝脣䟘床，還撐腿撐腿。
8027,,大埔,昨暗晡反躁，這下嗄緊啄目睡。
31292,,大埔,昨暗晡反躁睡毋撇，歸暗晡翻來翻去。
9007,,大埔,昨暗晡去遶夜市。
10734,,大埔,昨暗晡食忒多茶，所以拉尿咧！
10783,,大埔,昨暗晡發夢拉尿，還見笑。
31294,,大埔,昨暗晡貶來貶去，歸暗晡緊睡。
31296,,大埔,昨暗晡環來環去，歸暗晡睡到眠床下。
31293,,大埔,昨暗晡翻來翻去，歸暗晡當好睡。
31295,,大埔,昨暗晡翻來翻去，歸暗晡睡毋落覺。
26554,,大埔,昨暗晡𠊎去分阿才哥請，佢割禾做完工。
10357,,大埔,枵鬼搶飯坐大位，敢斯贏人。
10069,,大埔,柑打當結，樹椏墜墜。
9926,,大埔,柑打當結，歸葩墜落來。
26396,,大埔,柑掛皮食較有營養。
8676,,大埔,柑綿撇咧！還合生菇。
8317,,大埔,泉水使得拿來洗湯。
11520,,大埔,洗好正使得食。
11494,,大埔,洗好身，試著當鬆爽。
11286,,大埔,洗身洗歸點鐘。
10772,,大埔,洗身該下腳愛洗淨。
8500,,大埔,洗車該下，水毋好洩著人。
11285,,大埔,洗衫機壞撇咧。
9942,,大埔,洗面進前，頭那毛愛用毛落卡緊。
11796,,大埔,活動主要係佢負責。
9329,,大埔,活動經費毋罅，愛仰結煞？
10563,,大埔,派出所在哪向？係這向抑係該向？
8080,,大埔,流濞係寒著个症頭。
8884,,大埔,為家庭付出當多。
11850,,大埔,為著子女食苦。
8733,,大埔,為著自家个前途，還係愛煞猛兜。
35881,,大埔,為著完成學業，佢日時頭上班，暗晡頭打夜學。
36763,,大埔,為著身體个健康，為著享受樹林肚个清涼，這恁多個月來，也跈緊流行个腳步，朝晨頭打早，斯召緊老伴，擐一細罐滾水，揹緊望遠鏡，在日頭還吂探出頭來个時節，去到離苗栗市區大約十五分鐘車程个公館鄉北河村「釋迦山」下，看樹伸懶筋，聽鳥唱迎賓曲，順續吸收樹園肚个芬多精。
10313,,大埔,為著屋家大細食著，佢拚命賺錢。
26209,,大埔,為著省錢，爺哀過身使毋得燒香。
11032,,大埔,為著赴看電視，佢划飯划當遽。
26426,,大埔,為著貪小利，了撇大本錢。
8444,,大埔,為著愛達著目標，佢當煞猛。
25132,,大埔,為著賺加兜錢，你使得做加兜酸柑茶來賣。
28120,,大埔,相見易得好，久住難為人。
28121,,大埔,相見當容易，共下戴當難。
28122,,大埔,相見當容易，戴人个屋家斯難為咧。
28123,,大埔,相見試著當親切，在人屋家戴久斯難為人咧。
28124,,大埔,相見試著當親切，戴在人屋家斯難咧。
28955,19.0,大埔,相傳墨子看著人染蠶絲，佢斯敨大氣，講：「將蠶絲放落青色个染缸肚，斯變做青色；將蠶絲放落黃色个染缸肚，斯變做黃色。放落染缸个色料換過，染出來个色也跈緊變化。若係講將蠶絲先後放入五種無共樣色个染缸裡肚，斯變成五顏六色。因致染絲這件事情，使毋得儘採。毋單淨染蠶絲係恁泥，社會也有像這種个問題。」頭擺又有一句話講：「近朱者赤，近墨者烏。」可見環境對一個人來講，係有非常大个影響。
8794,,大埔,相對來講較省錢。
10498,,大埔,相罵無好話，事情還係愛坐落來講清楚較好。
9518,,大埔,相聲當生趣。
10557,,大埔,看人畜細人已輕鬆，試著滿月正做撇，毋多知斯愛讀小學咧。
11335,,大埔,看人無閒，愛自動𢯭手。
33892,,大埔,看你，寫吂有兩隻字，嘴角斯膏著烏墨，盡像花貓公个樣。
33990,,大埔,看你，寫吂有兩隻字，嘴角斯膏著烏墨，盡像花貓公个樣。
34087,,大埔,看你，寫吂有兩隻字，嘴角斯膏著烏墨，盡像花貓公个樣。
34185,,大埔,看你，寫吂有兩隻字，嘴角斯膏著烏墨，盡像花貓公个樣。
10123,,大埔,看你恁久殗殗，無半屑雄頭，係毋係有哪爭差？
11831,,大埔,看你真歡喜个樣。
10129,,大埔,看佢好頭好面，毋過心肝當壞。
9776,,大埔,看佢身體恁泥，怕耐毋過今年。
10220,,大埔,看佢眼晶晶聽人講話，看起來當精个樣。
26370,,大埔,看佢逐擺都額結結，毋知愁麼个。
10147,,大埔,看佢精頭精面，吂知也會做糊塗事。
33262,,大埔,看哪！東片个山形像箭弓个樣，還靚哦！
33259,,大埔,看哪！東片个山頂出當靚个日頭。
33261,,大埔,看哪！東片山頂个雲親像天弓，還靚哦！
33258,,大埔,看哪！東片山頂出天弓咧，還靚哦！
33260,,大埔,看哪！東片山頂有出當靚个天弓。
11073,,大埔,看恁久，還係寫毋出來。
10811,,大埔,看起來已精神。
11538,,大埔,看厥樣相，實在得人惱。
10190,,大埔,看厥餔娘平常無打無扮，今晡日恁泥打扮起來，已靚哦。
10516,,大埔,看著人愛問人，正有禮貌。
9642,,大埔,看著佢平安轉來，大家斯寬心咧！
10968,,大埔,看著垃圾，愛拈起來。
29701,,大埔,看著妹家个灶頭生草，鑊蓋壅塵打灰，無結無煞。
29790,,大埔,看著妹家个灶頭生草，鑊蓋壅塵打灰，無結無煞。
35866,,大埔,看著阿宏个成績，房頭內个叔公阿伯阿腦都會企起來，係講麼个？講阿宏還會還慶。
11541,,大埔,看著當得人驚。
10252,,大埔,看著路脣个禾青溜溜，心肝活活開。
8054,,大埔,看著擐大肚个人，愛讓位分佢坐。
9641,,大埔,看戲看呆撇咧，還會跈核做戲个噭。
12067,,大埔,研習過後愛交心得。
36803,,大埔,秋天个山崗頂，芒花開到歸片白蓬蓬，細絨毛飛到半天高
8666,,大埔,秋天當涼爽。
9922,,大埔,紅毛泥屋頂若係有必縫，定著會漏水
9173,,大埔,紅毛泥橋分水打撇。
9301,,大埔,紅包毋好包，打平過斯好。
9665,,大埔,紅李酸久久，毋過已多人好食。
9823,,大埔,紅棗樹毋會已高，毋使探手斯摘得著棗。
8114,,大埔,胃疾當艱苦。
11637,,大埔,背尾佢正承認係佢偷个。
9495,,大埔,背書分先生聽。
10893,,大埔,背細人去散步。
9263,,大埔,背囊弓起來。
8332,,大埔,背囊當癢，同𠊎爪一下好無？
9737,,大埔,背囊膨䟘來。
25104,,大埔,胡先生每日臨暗背緊一枝球揮去學校打球
26629,,大埔,苗栗个大湖同新竹个北埔做下有，當出名个水果係麼个？外來種个草莓。
28004,,大埔,若个性體愛改，毋好動啊著斯同人打逆面（起變面）。
35939,,大埔,若个性體愛改，毋好動啊著斯同人打逆面。
34028,,大埔,若口才恁好／滑溜，下次擺使得做律師，同人辯護。
8180,,大埔,若心意阿爸收著咧。
9724,,大埔,若手毋好在吾肩頭加緊啦，當歪做事。
11329,,大埔,若手仰恁冰？
11401,,大埔,若手恁幼，怕當好命。
9071,,大埔,若手莫恁撩刁哪。
37487,,大埔,若手機幾多號？
9891,,大埔,若火忒猛咧！魚分你煎去臭火𤊶。
37489,,大埔,若功課做好吂？
11689,,大埔,若位在盡後尾。
9835,,大埔,若車偎脣兜停，正毋會礙著人。
9200,,大埔,若車速度仰脣恁慢？
9786,,大埔,若車輪摸起來無風，愛嗙風咧！
11925,,大埔,若兔當得人惜，𠊎使得摸一下無？
11539,,大埔,若妹笑起來已得人惜。
11669,,大埔,若妹緊大緊靚。
10330,,大埔,若性愛改，毋好動啊著斯同人打逆面。
11877,,大埔,若東西恁多，坐電梯較省力。
9659,,大埔,若東西買到恁多，愛使𠊎𢯭擐無？
8684,,大埔,若係有才調，斯愛做分大家看。
11838,,大埔,若係有仰脣斯愛講，莫客氣。
33016,,大埔,若係有效个藥，貼落去一刻時斯知。
8753,,大埔,若係有實力斯毋驚人比。
11034,,大埔,若係做來好斯愛拍手。
8683,,大埔,若係無才調，斯莫緊唉。
26183,,大埔,若係無先生个牽成，佢斯無今日个成就。
10403,,大埔,若係無先生个牽成，佢斯無今晡日个成就。
26617,,大埔,若係無你，這條大路佢行毋會出頭天。
26618,,大埔,若係無你，這種頭路佢也做會成功。
26616,,大埔,若係無若个牽成，這種頭路佢較做也毋會出頭天。
8413,,大埔,若係無認路斯會撞走。
9805,,大埔,若係愛斯遽遽決定，毋好在該三擇四擇。
9125,,大埔,若係過講，佢斯會譴。
35985,,大埔,若係曉得「你讓一尺，𠊎退一步」，該朋友間斯會仰脣？共下較久。
28963,,大埔,若係講有長錢，請問您愛仰脣來管理自家个錢？拿去銀行貯金，抑係投資商品呢？有人拿去銀行貯定期存款較穩當，到期領利子，再利滾利，幾年落來斯多咧！毋過當慢變大錢。有人拿去買股票，做股東，分享公司賺錢个利純，股價若起斯賺當遽，毋過公司若橫撇，該股票斯變壁紙咧！有人去買屋保值，自家無戴又乜使得贌人，固定收兜租金也已好。還有人份會，逐個月繳會賺利息，若係講愛用錢斯標來用，毋使同人借，便又毋使人擔保，毋過盡驚分人倒會。你試著哪種較好？
37450,,大埔,若屋家个門牌幾多號？
10877,,大埔,若屋家恁鬧熱，麼人來尞？
11082,,大埔,若衫著毋著片咧！
9996,,大埔,若衫腳分麼个鉤著？爛去恁大空。
9901,,大埔,若面交風交到恁粗，愛搽兜面油，正毋會必哦。
10052,,大埔,若面做麼个包揫揫？害𠊎嗄認毋出係你。
11575,,大埔,若倈安做麼个名？
10586,,大埔,若倈透日透夜讀書，考著公務人員乜值啦！
10060,,大埔,若眠床項長袖短襖層層疊疊，敢看得？有閒愛整理一下。
26555,,大埔,若起屋个材料現現放在路脣項，毋驚分人偷搬走係無？
11446,,大埔,若問題仰恁多？
31269,,大埔,若這病定著愛去分先生看，毋好忒懈怠，拖久會變惡症。
36002,,大埔,若這病定著愛去分先生看，毋好恁懈怠，拖久會變惡症。
8196,,大埔,若這兜人等下愛去哪？
8135,,大埔,若這張嘴，恁曉得食哦！
9549,,大埔,若這傷口毋好打著水，無斯會發紅。
10724,,大埔,若無較煞猛兜，功課會跈人毋著。
10021,,大埔,若窗無關密，該冷風對縫透入屋。
11013,,大埔,若等先食核來。
9727,,大埔,若飯添到忒多，碗拿來，𠊎減兜去。
34126,,大埔,若愛知／了解客家委員會个年度施政計畫，使得上網查看。
8630,,大埔,若腳膝頭敢有要緊？
11981,,大埔,若電影票放哪去咧？
10038,,大埔,若嘴較正經兜好無？毋好專門講該阿里不答个話，敢聽得？
11530,,大埔,若餔娘係哪位个人？
37093,,大埔,若餔娘當靚！
11251,,大埔,若褲仰爛到恁大空？
11252,,大埔,若褲仰爛都恁大空？
8127,,大埔,若頭那毛剪恁短，𠊎看毋慣。
29605,,大埔,若頭家一個月分你幾多錢？
8427,,大埔,若聲愛降低兜，無會吵著人睡目。
10139,,大埔,若蕹菜炒去油光油光，已餳人食。
11075,,大埔,苦瓜毋使削皮。
11367,,大埔,苦瓜食起來當苦。
10909,,大埔,衫恁短，肚臍走出來。
10006,,大埔,衫晾好，用丫叉撐較上兜，較遽燥。
11512,,大埔,衫無晒燥，摸起來還溼溼。
11061,,大埔,衫著忒多，脫撇一領。
9935,,大埔,衫褲分油漆膏著，驚怕洗毋淨咧
9825,,大埔,衫褲毋好束到恁緪，敨開來較爽快。
11213,,大埔,衫褲包微微，有恁寒係無？
11127,,大埔,衫褲吹風真遽燥。
9729,,大埔,衫褲拿去攪。
10982,,大埔,衫褲浸核，天光朝晨正洗。
10983,,大埔,衫褲浸核，天光朝脣正洗。
11484,,大埔,衫褲著較多正燒暖。
10000,,大埔,衫褲買忒大領，阿姆會同𠊎整衫褲，著起來較合身。
9928,,大埔,衫褲愛打平放，正較好摺。
9816,,大埔,衫褲愛挲平來摺，正毋會皺膣郎當。
8714,,大埔,衫褲膏到白白。
11283,,大埔,衫褲爛空，脫落來補補啊哩！
33134,,大埔,衫櫥愛做來微猛，黃蚻、塵灰正毋會走入去。
35823,,大埔,衫櫥愛做來微猛，黃蚻、壅塵正毋會走入去。
9322,,大埔,計畫明年出國尞。
11366,,大埔,赴毋著車枋，等下次枋好咧！
8833,,大埔,軍人重視服從。
28058,,大埔,郎愛分梨妹斯切，切來切去切傷心。
28150,,大埔,郎愛分梨妹斯切，切來切去切傷心。
28242,,大埔,郎愛分梨妹斯切，切來切去切傷心。
11753,,大埔,重新做加一遍。
31208,,大埔,降倈愛包紅包分媒人，中狀元愛包紅包分先生。
31314,,大埔,降倈愛包紅包分媒人，中狀元愛包紅包分先生。
33063,,大埔,降倈愛包紅包分媒人，中狀元愛包紅包分先生。
33170,,大埔,降倈愛包紅包分媒人，中狀元愛包紅包分先生。
33280,,大埔,降倈愛包紅包分媒人，中狀元愛包紅包分先生。
9139,,大埔,限勢佢都當無閒，你還緊尋佢做麼个？
10337,,大埔,限勢灶下斯恁細，你兩姊妹還入來鬥鬧熱做麼个。
28068,,大埔,限勢時間恁逼，無吩咐無恁慘，佢煞判胚死打潑賴。
28160,,大埔,限勢時間恁逼，無吩咐無恁慘，佢煞判胚死打潑賴。
28252,,大埔,限勢時間恁逼，無吩咐無恁慘，佢煞判胚死打潑賴。
29715,,大埔,限勢都無米咧！糜還煮到醹汔汔。
29626,,大埔,限勢都無米咧，糜還煮到醹汔汔。
29803,,大埔,限勢都無米咧，糜還煮到醹汔汔。
31229,,大埔,面子較大个人，天庭較高，當會講笑。
34159,,大埔,風合雨，佢還去跋山，害厥姆愁到會死。
8401,,大埔,風忒大，蠟燭火烏撇咧。
36797,,大埔,風災一過，果子搭搭跌，看著斯像十二月个大菜－－傷心
10167,,大埔,風雨忒大，都算擎遮還係歸身涿去潦潦。
33081,,大埔,風搓一過，青菜跈緊起大價，愛仰結煞？
33085,,大埔,風搓一過，青菜愛遽遽割起來，係無，會有風煞。
33084,,大埔,風搓一過，青菜愛遽遽搶收起來，係無，會綿撇。
33082,,大埔,風搓一過，青菜價錢跈緊飆起來，愛仰脣正好。
33083,,大埔,風搓一過，青菜價錢跈緊飆起來，賺較多錢。
9345,,大埔,風搓同看板吹到街尾。
9165,,大埔,風搓來，所有班機停撇。
9271,,大埔,風搓會來咧，阿爹鋸撇幾下椏樹椏。
9839,,大埔,風搓過後，已多樹橫落來。
31186,,大埔,風搓過後，雨落忒久做大水，滿河壩都係泥漿水。
31188,,大埔,風搓過後，無風無雨，歸河壩都分泥漿水堵緊。
11223,,大埔,風搓過後，菜緊來緊貴。
31190,,大埔,風搓盡大，差一屑落雨，歸條河壩都係泥漿水。
8369,,大埔,食个東西收好來，毋好烏蠅拑烏蠅啄。
11038,,大埔,食牛眼，核愛呸撇。
10254,,大埔,食吂得个柑斯摘來食，豺牯正得。
8289,,大埔,食米篩目攞糖水，已合嘴。
9978,,大埔,食伸个菜愛先泌菜汁，正倒入汁桶肚。
9535,,大埔,食忒多咧！硬硬會撐死。
9728,,大埔,食忒遽，分卵黃哽著敨氣毋出，差一屑斯哽死。
11824,,大埔,食到肚屎飽飽。
10631,,大埔,食到恁大人咧，動啊著斯噭，致衰人。
10460,,大埔,食到會討尾。
9799,,大埔,食到還會尋味。
33234,,大埔,食東西了後定著愛記得湯嘴，牙齒正毋會蛀撇。
10138,,大埔,食東西恁幼秀，毋知做粗事敢有法度？
11294,,大埔,食物愛好好保存，係無會生菇生蟲。
10652,,大埔,食空空，好年冬。
35817,,大埔,食恁多諾忒等，無搭無碓，毋罅楔牙縫。
10825,,大埔,食恁遽做麼个？毋識食過係無？
11245,,大埔,食酒食到當醉。
11246,,大埔,食酒食都當醉。
11564,,大埔,食酒莫駛車，會害死人。
11896,,大埔,食酒莫駛車，駛車莫食酒！
37474,,大埔,食酒莫駛車、駛車莫食酒。
8798,,大埔,食酒醉，企都企毋正。
28015,,大埔,食酒醉个人，目珠起赤砂，行路打腳偏，嘴項還緊講佢無醉。
28107,,大埔,食酒醉个人，目珠起赤砂，行路打腳偏，嘴項還緊講佢無醉。
28199,,大埔,食酒醉个人，目珠起赤砂，行路打腳偏，嘴項還緊講佢無醉。
10540,,大埔,食晝過後吂有一刻時，還飽脹飽脹，麼个都毋想食。
10739,,大埔,食梅使得幫助消化。
8859,,大埔,食這敢有幫助？
25241,,大埔,食魚湯，滴兩點酸醋落去較合味
10776,,大埔,食魚愛細義，無會分骨頭哽著。
8257,,大埔,食菸對身體毋好，好戒撇去！
9606,,大埔,食著恁多忒等，無搭碓，毋罅楔牙齒。
10770,,大埔,食著無淨俐个，肚屎疾緊走便所。
10735,,大埔,食著無萋个菜，歸日屙瀉巴。
31340,,大埔,食飯打赤膊，做事尋衫著。
37028,,大埔,食飯前愛先洗手。
37029,,大埔,食飯後愛湯嘴。
8831,,大埔,食飯皇帝大。
8268,,大埔,食飯嘴合起來。
8226,,大埔,食飯還愛監人飼，還見笑。
28042,,大埔,食當好、著當好，又乜發扯扯。
25158,,大埔,食較該，做較難。
37060,,大埔,食飽吂？
36827,,大埔,食飽吂罅走，無幾多時在屋家。
10443,,大埔,食飽忒閒係無？緊去惹人做麼个？
11305,,大埔,食飽來去廳下泡茶食。
33831,,大埔,食飽夜，阿哥會同阿姆𢯭手洗碗筷。
36995,,大埔,食飽夜共下來去遶街路好無？
10780,,大埔,食飽夜來去散步好無？
11046,,大埔,食飽夜斯去散步。
10965,,大埔,食飽咧！喊阿哥落來洗碗。
36831,,大埔,食飽後愛多散步，毋好在屋家坐緊。
11017,,大埔,食飽愛抺灶頭。
8485,,大埔,食飽愛撿揫。
10781,,大埔,食餐飯像拚命个樣。
11243,,大埔,食齋个人用火油炒菜。
29637,,大埔,食臘肉，食到面皮皮，毋知見笑。
29727,,大埔,食臘肉，食到面皮皮，毋知見笑。
29815,,大埔,食臘肉，食到面皮皮，毋知見笑。
32709,,大埔,香茅生到大約兩、三尺長，斯使得割起來焗油。焗香茅个事已粗硬，一般人奈毋何，愛㧡到香茅寮下，請人代工。香茅油个香味已重，使得做香精。大約四、五十年代該下，香茅油在國際項當時行，價數當好。尤其臺灣出產个香茅油，品質精純，受著國際人士个歡迎。該時節，在桃竹苗地區，看得著个山坡地，大部分分人開來種香茅種淨淨。有兜較嶇个所在，乜分人想辦法楔兜香茅落去。該央時，農家人多一種副業，對家庭經濟有當大个幫助。
32708,,大埔,香茅係當賤个草類，外形像菅草个樣，葉利利會割人，有水有日光个所在斯會生，還毋驚蔭，塞排肚項乜係生到大嫲蒲，有時樹園肚斯還看得著生到青溜溜个香茅。香茅還當耐旱，利用春夏之交，雨水較足个時節，將香茅種種落去，毋使去看佢，過成半個月，斯會生到當靚。
11856,,大埔,香港新起个飛機場當大。
9294,,大埔,倉庫放當多東西。
10869,,大埔,個人个想法同大家無共樣。
9266,,大埔,倒一滴油落去。
8521,,大埔,倒杯滾水來。
10617,,大埔,借還借，還係愛打契約。
11297,,大埔,值日生愛負責掃地泥。
36876,24.0,大埔,原旦，若係有後生个婦人家過身，愛做轎廟，行式係：大殮該下尋一粒硬石頭並一節火炭，放落棺樵肚。還山該日起棺進前，棺樵兩片各放一張長凳板，另外準備一個細包袱同一支遮。做老公个將包袱穿入遮尾，擎緊架在肩頭項，企上長凳板面，兩隻腳𨃰緊棺樵，同死撇个餔娘講：你轉去長山，𠊎留在臺灣，等石頭綿撇，火炭變灰，正再過見面。講煞，正對另外一片个長凳板跳落來。做轎廟該下愛放麼个落棺樵肚？硬石頭同火炭。
36877,,大埔,原旦人做麼个愛做轎廟？做老公个驚過身个餔娘會纏緊佢。
11839,,大埔,原本講好个，又詐癲，會譴死！
11840,,大埔,原來玻璃係你打爛个。
28059,,大埔,哥愛食梨，阿妹切梨，煞同心肝切壞。
28151,,大埔,哥愛食梨，阿妹切梨，煞同心肝切壞。
28243,,大埔,哥愛食梨，阿妹切梨，煞同心肝切壞。
11086,,大埔,哪久愛轉來？
9370,,大埔,哪央時正拿得著菸牌？
11807,,大埔,哪央時愛嫁？斯愛通知一下哦！
37087,,大埔,哪有！無影啦！
10878,,大埔,哪個？
11754,,大埔,哪時節愛考試？
10316,,大埔,哪隻發脹狗，專門在吾門口屙屎。
10879,,大埔,哪兜係愛燒撇个？
8015,,大埔,哺菸哺到歸間係煙。
8016,,大埔,哺菸哺都歸間係煙。
31162,,大埔,孫會講客，兩子阿公斯當有話好講。
35876,,大埔,孫曉講客，兩子阿公斯已有好講。
33304,,大埔,害別人，會肥律律咧；天害人，會瘦夾夾咧。
31251,,大埔,家官有幾多個心臼？四個。
31357,,大埔,家官有幾多個心臼？四個。
33106,,大埔,家官有幾多個心臼？四個。
33213,,大埔,家官有幾多個心臼？四個。
33323,,大埔,家官有幾多個心臼？四個。
10650,,大埔,家祭時，親族會送糕盆來祭拜。
9475,,大埔,差一分及格。
9115,,大埔,差毋多兩點鐘左右。
8283,,大埔,差毋多咧，同菜撩起來。
8551,,大埔,差毋多會食撇咧。
9499,,大埔,恁久个字簿還留核。
37512,,大埔,恁久仰脣？
37061,,大埔,恁久好無？
26500,,大埔,恁久阿明為著厥吊尾槌个賭徼債，跳上跌落，煞落撇一身肉。
10796,,大埔,恁久無來，你還記得路無？
8999,,大埔,恁久無看著！
37058,,大埔,恁久無看著！
10304,,大埔,恁久無看著，你高加已多哦！
10476,,大埔,恁久無看著你，吾等大家人都真想你呢！
11464,,大埔,恁久無看著佢，有較肥咧！
11601,,大埔,恁久無若消息，囥去哪？
8118,,大埔,恁久還無消息，驚怕會出大事。
33295,,大埔,恁大人正曉得繫鞋帶，譴死人。
33297,,大埔,恁大人咧還毋會繫鞋帶，笑死人。
35907,,大埔,恁大人咧還毋會繫褲帶，還笑死人。
33293,,大埔,恁大人咧還毋曉得繫鞋帶，祭衰人。
35906,,大埔,恁大人咧還毋曉得繫褲帶，致衰人。
33296,,大埔,恁大人咧還毋識繫鞋帶，搣衰人。
33294,,大埔,恁大人咧還無繫鞋帶，拜衰人。
9493,,大埔,恁大咧！還在該搞玩具熊。
9762,,大埔,恁大張个紙，對中𠠝開來，愛細義。
8613,,大埔,恁工夫做麼个？
10307,,大埔,恁毋像人！歸日在屋家搵核，全毋出去尋頭路。
8867,,大埔,恁多人湊共下，應該使得開一桌。
8639,,大埔,恁多年个友誼，實在難得。
11050,,大埔,恁多忒等，你恁多儕分核來食。
10939,,大埔,恁多烏蠅，遽同桌項个蓮霧弇緊。
9054,,大埔,恁多隻裡背，其中有三隻係嫲个。
9678,,大埔,恁多微毛末節做毋去，做大項下斯好。
10428,,大埔,恁多歲咧，使毋得過像頭擺恁泥無打算，爺哀斯會愁哦。
10197,,大埔,恁好、恁惜老公个餔娘，無哪尋，你斯毋好過嫌咧！
8467,,大埔,恁好天！被骨擎出去晒晒哩！
11045,,大埔,恁好天，出來晒日頭。
11793,,大埔,恁早！
37059,,大埔,恁早！
33960,,大埔,恁老正得著个倈，歸日遊遊野野，一滴斯無好打幫。
33963,,大埔,恁老正得著倈，歸日望佢來打幫。
33961,,大埔,恁老還吂降倈，歸日閒綽綽。
37448,,大埔,恁吵鬧，你仰脣佇得著？
37025,,大埔,恁夜咧！好去睡目咧！
11301,,大埔,恁夜咧，你仰脣還毋睡目？
10075,,大埔,恁夜咧，莫在該𫟧上𫟧下，好睡目咧！
8759,,大埔,恁泥做事情忒隨便咧。
10861,,大埔,恁泥斯當會咧！
11189,,大埔,恁泥講也係著啦！
31169,,大埔,恁長个甘蔗，剁做四截，一儕分一截，還當罅食。
31275,,大埔,恁長个甘蔗，剁做四截，一儕分一截，還當罅食。
33024,,大埔,恁長个甘蔗，剁做四截，一儕分一截，還當罅食。
33131,,大埔,恁長个甘蔗，剁做四截，一儕分一截，還當罅食。
33240,,大埔,恁長个甘蔗，剁做四截，一儕分一截，還當罅食。
11612,,大埔,恁重要个事情，你仰無通知大家？
10389,,大埔,恁冤枉！這領衫仰脣會恁貴？
8053,,大埔,恁細斯近視戴目鏡，驚怕會緊來緊深。
10620,,大埔,恁無堵好！阿良厥歸家人出國去尞咧。
33884,,大埔,恁無彩，同人去鬥鬧熱。
33982,,大埔,恁無彩，同人去鬥鬧熱。
34079,,大埔,恁無彩，同人去鬥鬧熱。
34177,,大埔,恁無彩，同人去鬥鬧熱。
10928,,大埔,恁無閒，還毋來𢯭兜凳。
11043,,大埔,恁貴！搶人係無？
11125,,大埔,恁暗咧！好睡哩喲！
35993,,大埔,恁暗咧你還愛去哪？天光正去哪！
10308,,大埔,恁會摸，毋驚赴毋著係無？
8038,,大埔,恁熱，出去晒日頭會逼著。
9826,,大埔,恁熱个天，先在樹下敨涼一下正行，好無？
10024,,大埔,恁熱个天時，魚毋食釣。
9560,,大埔,恁熱个天時毋開冷氣，身體翕壞無較贏。
9773,,大埔,恁靚个草坪，毋好落去躪。
9404,,大埔,恁靚个貨，會墊錢乜愛買。
10111,,大埔,恁闊个位所分佢起屋，灶下做到狹膣狹擳，轉身都毋得，實在還無結煞。
10462,,大埔,恁簡單个道理，三歲子乜知。
37081,,大埔,恭喜發財！
28126,,大埔,拳頭毋打笑你个人。
28125,,大埔,拳頭毋打笑面人。
11220,,大埔,拿垤布來抺桌。
8417,,大埔,拿垤枋隔開來。
8462,,大埔,拿畚斗同垃圾抔出去。
8235,,大埔,拿釘書機釘起來。
11087,,大埔,拿盒張緊。
8622,,大埔,拿著麼个好處？
11318,,大埔,拿碗公來張湯。
8454,,大埔,拿糊黏核。
11289,,大埔,拿樵來燒火。
10710,,大埔,捉狗轉來畜。
9880,,大埔,捉雞子該下，雞嫲會觜人。
8966,,大埔,捉雞佢當熟絡。
8299,,大埔,捏人當疾。
9052,,大埔,時常搞電動搞到天光。
10944,,大埔,時間吂到斯緊逐，緊張麼个？
8580,,大埔,時間赴毋掣。
28070,,大埔,時間恁及，高不將拜託佢續緊做。
28162,,大埔,時間恁及，高不將拜託佢續緊做。
28254,,大埔,時間恁及，高不將拜託佢續緊做。
9944,,大埔,時間堵好卡著，阿爸無法度來學校開會。
9022,,大埔,時間當多，你做你放勢搞。
11654,,大埔,時間算到堵堵好。
11655,,大埔,時間算都堵堵好。
11370,,大埔,時間還當多，你毋使急！
10836,,大埔,時間還罅，你做你安心食。
28069,,大埔,時間雖然當逼，無人吩咐，佢照常續緊犁田。
28161,,大埔,時間雖然當逼，無人吩咐，佢照常續緊犁田。
28253,,大埔,時間雖然當逼，無人吩咐，佢照常續緊犁田。
9193,,大埔,時鐘个電池無電咧。
8481,,大埔,時鐘吊緊，一入門斯看得著。
8217,,大埔,時鐘剝落來鬥電池。
33044,,大埔,晒過个被骨蓋著較燒暖。
